,Date_reported,New_cases_CH,Cumulative_cases_CH,New_deaths_CH,Cumulative_deaths_CH,New_cases_US,Cumulative_cases_US,New_deaths_US,Cumulative_deaths_US,l_new_us,l_new_ch,l_death_us,l_death_ch,cproducts_notbasic_ch,cproducts_ch,healthcare_ch,lag_cpnb_ch,lag_cp_ch,lag_hc_ch,SP500,COMEX_Gold,US_Tbill_10yr,DJI_Pharma,DJI_Retail,lag_SP500,lag_COMEX_Gold,lag_US_Tbill_10yr,lag_DJI_Pharma,lag_DJI_Retail,lag14_New_cases_CH,lag14_New_cases_US,lag_New_cases_CH,lag_New_cases_US,lag14_SP500,lag14_COMEX_Gold,lag14_US_Tbill_10yr,lag14_DJI_Pharma,lag14_DJI_Retail,lag14_cpnb_ch,lag14_cp_ch,lag14_hc_ch,CSI300,llag14_New_cases_CH,llag14_New_cases_US,llag_New_cases_CH,llag_New_cases_US,lSP500,lCSI300
36,2020-03-05,-159,3158,13,-798,-29571,-2899766,-698,-98745,,1.1606857904031567,-4.930575495386299,1.5513382598646548,-206.53586734693727,-2441.57903061224,-1586.7791836734705,-337.16866666666374,-3133.284666666659,-1784.0577948717964,-113.58581632652977,-93.66391752577238,0.05076923076923079,-29.52372448979645,-235.66321428571382,-5.493384615384002,-120.90673575129472,0.15036082474226797,-14.876051282051776,-196.4394358974355,14851,-24611,-184.25128205128203,-29250.097435897434,256.05791208791334,-178.53277777777703,0.7376243093922653,1.7605494505493198,-98.19208791208735,-384.6952197802175,-3682.1878571428497,-1885.8496153846154,-62.221326530613624,5.794326276922183,-8.860572046712896,0.9835144005628251,-6.6318888126386835,-0.03234513202841249,-0.010280003113075864
37,2020-03-06,-156,3304,12,-768,-29487,-2899682,-700,-98743,-5.255898857557851,1.1814477818515852,-5.623722675946245,1.518548437041664,-269.5058673469366,-2712.3590306122387,-1561.8491836734702,-197.85866666666425,-2417.1246666666593,-1577.3077948717964,-165.15581632652993,-88.36391752577242,-0.12923076923076926,-33.25372448979647,-250.00321428571374,-111.67338461538384,-92.70673575129467,0.050360824742267996,-29.376051282051776,-233.9194358974355,3749,-24613,-161.25128205128203,-29271.097435897434,262.27791208791314,-169.23277777777707,0.7176243093922653,2.0605494505492743,-100.75208791208729,-392.36521978021756,-3542.53785714285,-1882.9896153846148,-130.44132653061297,4.4749106215969086,,1.1588672880406863,,-0.049546134483032134,-0.026629807237398495
38,2020-03-09,-257,3497,5,-690,-29312,-2899423,-694,-98735,-4.129887594701627,0.004503649913569774,-4.237428314826354,1.2528452713086582,-493.0058673469366,-3191.799030612241,-1826.75918367347,-260.8286666666636,-2687.904666666658,-1552.3777948717961,-390.9658163265299,-88.96391752577233,-0.3292307692307692,-73.79372448979643,-317.75321428571374,-163.243384615384,-87.40673575129472,-0.12963917525773205,-33.106051282051794,-248.25943589743542,1592,-24613,-158.25128205128203,-29187.097435897434,252.40791208791325,-150.13277777777694,0.6776243093922653,-0.8594505494506848,-90.71208791208733,-263.29521978021694,-3385.0678571428507,-1704.749615384615,-271.8213265306131,3.7143566127056467,,1.1796292794891157,-5.245594451518793,-0.12855652933129846,-0.061389023318637825
39,2020-03-10,-282,3517,0,-673,-29347,-2899199,-696,-98729,-4.275069604546124,-0.806426566302759,-4.525110387278135,0.9505643994357251,-356.7558673469366,-2896.8090306122394,-1800.5291836734705,-484.3286666666636,-3167.3446666666605,-1817.287794871796,-255.2958163265298,-114.86391752577242,-0.10923076923076924,-51.52372448979645,-257.50321428571374,-389.05338461538395,-88.00673575129463,-0.329639175257732,-73.64605128205176,-316.0094358974354,1450,-24613,-259.25128205128203,-29012.097435897434,268.2679120879134,-141.13277777777694,0.6876243093922653,0.5705494505493789,-87.06208791208724,-281.6352197802171,-3200.11785714285,-1929.5496153846161,-186.22132653061317,3.636380793782176,,0.002685147551098943,-4.119583188662569,-0.08034144879549832,-0.040199744608488075
40,2020-03-11,-271,3548,4,-651,-29571,-2899199,-702,-98729,,-0.368171635371604,,1.208393508737825,-433.1958673469371,-2956.289030612239,-1940.049183673471,-348.0786666666636,-2872.354666666659,-1791.0577948717964,-396.1458163265297,-125.36391752577242,-0.0492307692307693,-85.7237244897965,-319.23321428571376,-253.38338461538387,-113.90673575129472,-0.10963917525773204,-51.376051282051776,-255.75943589743542,95,-24613,-284.25128205128203,-29047.097435897434,255.3479120879133,-132.33277777777698,0.6476243093922652,-2.0394505494506348,-85.78208791208726,-133.42521978021705,-2878.6978571428517,-1804.9496153846158,-240.52132653061335,2.1498526727508045,,-0.8082450686652298,-4.2647651985070665,-0.13044430563290899,-0.05358890502268032
41,2020-03-12,-276,3574,-6,-640,-29280,-2898908,-698,-98725,-4.013392389229671,-0.5440623018352682,-4.930575495386299,0.5152463281778792,-548.9558673469373,-3424.15903061224,-2275.389183673471,-424.5186666666641,-2931.8346666666584,-1930.5777948717969,-656.88581632653,-186.86391752577242,0.010769230769230753,-139.53372448979644,-440.8032142857139,-394.2333846153838,-124.40673575129472,-0.04963917525773209,-85.57605128205182,-317.48943589743544,591,-24594,-273.25128205128203,-29271.097435897434,219.86791208791328,-108.63277777777694,0.5876243093922652,1.3405494505493607,-105.83208791208745,-125.31521978021738,-2966.147857142849,-1729.5596153846163,-318.04132653061333,2.9619045940763336,-6.609280248106401,-0.3699901377340744,,-0.23038915747891675,-0.07301969478568537
42,2020-03-13,-292,3584,-10,-633,-29294,-2898631,-695,-98718,-4.0626981502138255,-1.4995737468627044,-4.3709597074508775,0.0632612044348213,-612.3658673469372,-3634.0690306122397,-2484.4991836734716,-540.2786666666643,-3399.7046666666593,-2265.917794871797,-426.50581632652984,-244.06391752577247,0.0707692307692307,-90.04372448979643,-358.8332142857139,-654.973384615384,-185.90673575129472,0.01036082474226796,-139.38605128205177,-439.0594358974356,-79,-24595,-278.25128205128203,-28980.097435897434,108.00791208791316,-90.23277777777707,0.5076243093922651,-18.029450549450644,-151.04208791208725,-128.98521978021745,-3127.3178571428507,-1675.8496153846154,-373.64132653061324,1.5666011630140764,-6.663347469376677,-0.5458808041977385,-4.003087983190613,-0.14158080103817028,-0.08719236153961063
43,2020-03-16,-273,3670,-3,-595,-29571,-2898181,-702,-98713,,-0.4348630098702766,,0.7564083849947669,-839.4758673469369,-4342.9390306122405,-2805.559183673471,-603.6886666666642,-3609.614666666659,-2475.0277948717976,-751.3958163265297,-259.2639175257725,-0.13923076923076927,-151.24372448979648,-490.48321428571376,-424.5933846153839,-243.10673575129476,0.0703608247422679,-89.89605128205176,-357.0894358974356,216,-24613,-294.25128205128203,-28994.097435897434,10.327912087913319,-116.43277777777712,0.4576243093922653,-36.44945054945072,-182.4820879120873,-128.67521978021705,-3163.77785714285,-1562.6996153846158,-541.111326530613,2.416481336004753,,-1.5013922492251748,-4.0523937441747675,-0.2692329421946429,-0.1311366494648265
44,2020-03-17,-263,3709,-4,-582,-27749,-2896359,-685,-98696,-2.1790255785812613,-0.138597193727104,-3.4836565124499734,0.6823004128410453,-894.2458673469373,-4491.949030612241,-2792.4491836734705,-830.7986666666638,-4318.48466666666,-2796.087794871797,-608.3358163265298,-236.36391752577242,0.15076923076923077,-105.38372448979646,-415.38321428571385,-749.4833846153838,-258.3067357512948,-0.13963917525773206,-151.0960512820518,-488.73943589743544,110,-24607,-275.25128205128203,-29271.097435897434,-1.4920879120868449,-114.63277777777694,0.4576243093922653,-33.099450549450694,-180.04208791208725,-207.40521978021752,-3282.86785714285,-1912.6996153846158,-559.2713265306134,2.187031675992558,-7.761959758044787,-0.43668151223274654,,-0.21100665550390119,-0.1360200073821769
45,2020-03-18,-244,3767,-6,-571,-26020,-2892808,-660,-98654,-1.5117311234580768,0.2582841706896688,-2.579200238222822,0.5152463281778792,-962.9658673469366,-4625.7290306122395,-2892.9391836734703,-885.5686666666643,-4467.49466666666,-2782.9777948717965,-739.4258163265299,-273.6639175257724,0.3107692307692307,-120.86372448979648,-444.62321428571386,-606.4233846153838,-235.40673575129472,0.15036082474226797,-105.23605128205179,-413.63943589743553,139,-24613,-265.25128205128203,-27449.097435897434,-139.1220879120865,-109.83277777777698,0.42762430939226526,-59.72945054945069,-237.92208791208736,-210.17521978021705,-3082.6778571428513,-1816.7396153846148,-632.691326530613,2.2552131884086304,,-0.14041569608957438,-2.1687211725422024,-0.264228991725326,-0.1560099460027793
46,2020-03-19,-203,3866,-9,-563,-26220,-2889457,-652,-98604,-1.569701568663854,0.7929610102778395,-2.404846851078043,0.1967925970593447,-1021.5058673469366,-4791.279030612241,-3008.5391836734707,-954.2886666666636,-4601.274666666659,-2883.4677948717963,-728.13581632653,-284.3639175257724,0.25076923076923086,-137.9837244897965,-419.13321428571385,-737.513384615384,-272.7067357512947,0.3103608247422679,-120.71605128205181,-442.87943589743554,28,-24610,-246.25128205128203,-25720.097435897434,-163.66208791208692,-168.83277777777698,0.2576243093922651,-70.25945054945066,-256.4820879120873,-411.53521978021763,-3704.95785714285,-2127.3096153846163,-679.861326530613,1.9644962122616958,-8.455106938604732,0.2564656683271984,-1.5014267174190188,-0.25953214544790537,-0.16906693843814047
47,2020-03-20,-163,4005,-6,-552,-24794,-2884680,-651,-98553,-1.2151476430112016,1.132315093273942,-2.3850442237818643,0.5152463281778792,-956.9558673469373,-4462.119030612241,-2724.5291836734705,-1012.8286666666636,-4766.82466666666,-2999.0677948717967,-832.6058163265297,-278.3639175257724,0.05076923076923079,-162.93372448979642,-458.64321428571384,-726.223384615384,-283.4067357512947,0.25036082474226806,-137.8360512820518,-417.38943589743553,-94,-24611,-205.25128205128203,-25920.097435897434,-27.6520879120867,-164.93277777777712,0.2276243093922653,-35.5894505494507,-197.21208791208733,-275.3352197802169,-3269.52785714285,-1885.5996153846154,-615.7313265306134,1.4963146302859052,-8.860572046712896,0.7911425079153691,-1.559397162624796,-0.30385978019106386,-0.15135665643945195
48,2020-03-23,-198,4192,-8,-537,-13217,-2868326,-501,-98352,0.015512138320760371,0.8422320592846222,-1.0135649484471143,0.3145756327157285,-1186.025867346937,-4870.209030612241,-2918.5791836734716,-948.2786666666643,-4437.66466666666,-2715.0577948717964,-900.1258163265297,-205.36391752577242,-0.10923076923076924,-190.3237244897964,-436.1732142857138,-830.6933846153838,-277.4067357512947,0.050360824742267996,-162.78605128205174,-456.8994358974355,-172,-24569,-165.25128205128203,-24494.097435897434,-114.51208791208683,-116.53277777777703,0.14762430939226523,-54.88945054945066,-228.85208791208743,-253.37521978021687,-3085.157857142851,-1640.4696153846162,-738.6413265306132,1.0204687254159408,-5.76952959335458,1.1304965909114708,-1.2048432369721436,-0.33359127144832357,-0.18557994112596
49,2020-03-24,-138,4356,-10,-530,-9230,-2847985,-431,-98081,0.23367817620132314,1.2977075879674493,-0.714751035626489,0.0632612044348213,-1066.4158673469374,-4369.48903061224,-2639.1491836734713,-1177.348666666664,-4845.75466666666,-2909.1077948717975,-690.1958163265299,-104.36391752577242,-0.029230769230769282,-153.01372448979646,-382.9532142857138,-898.2133846153838,-204.40673575129472,-0.10963917525773204,-190.17605128205173,-434.4294358974355,-180,-24592,-200.25128205128203,-12917.097435897434,12.237912087913173,-111.03277777777703,0.14762430939226523,-14.869450549450676,-176.9820879120873,-256.215219780217,-2834.20785714285,-1661.1796153846153,-643.8413265306131,0.9559302042783697,-6.509196789549419,0.8404135569221518,0.025816544359816618,-0.2439081145001074,-0.1590809942383835
50,2020-03-25,-200,4458,-13,-526,-29571,-2847985,-702,-98081,,0.8228139734275213,,-0.4963545835006009,-901.7258673469369,-4027.4790306122395,-2291.83918367347,-1057.7386666666644,-4345.034666666659,-2629.6777948717972,-661.9658163265299,-126.36391752577242,0.010769230769230753,-156.52372448979645,-400.3432142857139,-688.283384615384,-103.40673575129472,-0.029639175257732076,-152.86605128205179,-381.20943589743547,-157,-24613,-140.25128205128203,-8930.097435897434,-93.94208791208666,-82.83277777777698,0.04762430939226525,-29.369450549450676,-214.46208791208733,-116.90521978021752,-2118.0478571428503,-1454.4296153846153,-546.4313265306132,1.1312830917562309,,1.295889085604978,0.24398258224038116,-0.2324391158256276,-0.1325647686172413
51,2020-03-26,-210,4550,-11,-520,-13151,-2831565,-384,-97763,0.019539726605255936,0.7196297371922902,-0.5548184737260122,-0.09088947539243653,-966.355867346937,-4016.3690306122407,-2092.059183673471,-893.0486666666638,-4003.024666666659,-2282.367794871796,-507.45581632652966,-101.36391752577242,-0.03923076923076929,-112.16372448979644,-344.74321428571375,-660.053384615384,-125.40673575129472,0.01036082474226796,-156.37605128205178,-398.59943589743557,-154,-24529,-202.25128205128203,-29271.097435897434,-145.51208791208683,-77.53277777777703,-0.1323756906077348,-33.099450549450694,-228.80208791208725,-179.87521978021687,-2388.827857142849,-1429.499615384615,-570.901326530613,1.1520450832046603,-5.122902428429528,0.82099547106505,,-0.1718952870739603,-0.13915997321661955
52,2020-03-27,-170,4682,-12,-515,-29571,-2831565,-702,-97763,,1.0806430827296212,,-0.273211032186391,-967.9458673469371,-3927.40903061224,-2162.479183673471,-957.678666666664,-3991.91466666666,-2082.587794871797,-596.05581632653,,-0.14923076923076928,-126.4737244897965,-374.87321428571386,-505.54338461538373,-100.40673575129472,-0.039639175257732084,-112.01605128205176,-342.99943589743543,-255,-24354,-212.25128205128203,-12851.097435897434,-371.3220879120868,-78.13277777777694,-0.33237569060773475,-73.63945054945066,-296.55208791208725,-403.37521978021687,-2868.2678571428514,-1694.4096153846149,-558.8913265306132,-0.024899048733356466,-3.996891165573304,0.7178112348298198,0.02984413264431396,-0.20616309509658937,-0.13591757791690462
53,2020-03-30,-188,5044,-13,-503,-10239,-2777246,-258,-96642,0.18280137656381257,0.9340396085377454,-0.22104529407396534,-0.4963545835006009,-1068.065867346937,-3937.6990306122407,-2312.59918367347,-959.2686666666641,-3902.9546666666593,-2153.007794871797,-510.87581632652973,-143.96391752577233,-0.1692307692307693,-89.06372448979641,-339.5832142857139,-594.1433846153841,,-0.14963917525773207,-126.32605128205182,-373.12943589743554,-280,-24389,-172.25128205128203,-29271.097435897434,-235.6520879120867,-104.03277777777703,-0.11237569060773478,-51.369450549450676,-236.30208791208725,-267.12521978021687,-2573.27785714285,-1668.1796153846153,-594.8413265306131,-0.8358292649496852,-4.142073175417802,1.07882458036715,,-0.17319647887513412,-0.14565470044771445
54,2020-03-31,-212,5134,-13,-499,-11584,-2759259,-416,-96356,0.11068889732680631,0.6976508304735138,-0.6608780456863377,-0.4963545835006009,-1058.0458673469375,-3277.3490306122403,-2186.3191836734713,-1059.388666666664,-3913.24466666666,-2303.127794871796,-552.9358163265297,-184.7639175257725,-0.1692307692307693,-90.4737244897965,-356.3232142857139,-508.9633846153838,-143.00673575129463,-0.1696391752577321,-88.91605128205174,-337.8394358974356,-269,-24613,-190.25128205128203,-9939.097435897434,-376.5020879120866,-114.53277777777703,-0.05237569060773484,-85.56945054945072,-298.03208791208726,-343.5652197802174,-2632.7578571428494,-1807.6996153846158,-582.7913265306133,-0.3975743340185298,,0.932221106175275,0.19310578260286881,-0.1893388608481965,-0.14238036111886743
55,2020-04-01,-209,5227,-10,-492,-7012,-2736700,-250,-95904,0.33717372198725926,0.7304406532965051,-0.20318767667395843,0.0632612044348213,-1077.2458673469373,-3491.7290306122395,-2345.3191836734713,-1049.3686666666645,-3252.8946666666598,-2176.8477948717973,-667.0258163265298,-171.86391752577242,-0.24923076923076926,-113.0737244897964,-391.0832142857139,-551.0233846153837,-183.8067357512948,-0.1696391752577321,-90.32605128205182,-354.5794358974356,-274,-24322,-214.25128205128203,-11284.097435897434,-637.2420879120868,-176.03277777777703,0.007624309392265216,-139.37945054945067,-419.6020879120874,-459.3252197802176,-3100.62785714285,-2143.039615384616,-593.8713265306133,-0.573465000482194,-3.8803959601013487,0.6958323281110443,0.12099330336586434,-0.23448518957534858,-0.14539072577686518
56,2020-04-02,-216,5313,-11,-486,-5468,-2712597,293,-94908,0.403375936658227,0.6521884563967562,0.5868774010784081,-0.09088947539243653,-1023.9258673469367,-3356.3890306122394,-2179.299183673471,-1068.5686666666643,-3467.274666666659,-2335.8477948717973,-610.6258163265297,-134.86391752577242,-0.23923076923076925,-86.90372448979645,-380.24321428571375,-665.1133846153839,-170.90673575129472,-0.24963917525773205,-112.92605128205173,-389.3394358974356,-290,-24336,-211.25128205128203,-6712.0974358974345,-406.86208791208674,-233.23277777777707,0.06762430939226516,-89.88945054945066,-337.6320879120874,-522.7352197802174,-3310.53785714285,-2352.1496153846165,-534.421326530613,-1.5289764455096302,-3.929701721085503,0.7286221509340356,0.3474781280263173,-0.21191249387172562,-0.12934365292558603
57,2020-04-03,-224,5391,-13,-482,-3273,-2686299,244,-93961,0.49053251324569835,0.5545499868328414,0.5364292366798864,-0.4963545835006009,-1067.1758673469367,-3238.2290306122413,-2071.9391836734703,-1015.2486666666637,-3331.934666666659,-2169.827794871797,-648.8758163265297,-127.66391752577238,-0.24923076923076926,-90.02372448979645,-394.6632142857138,-608.7133846153838,-133.90673575129472,-0.23963917525773204,-86.75605128205177,-378.49943589743543,-271,-24613,-218.25128205128203,-5168.0974358974345,-731.7520879120866,-248.43277777777712,-0.1423756906077348,-151.0894505494507,-469.28208791208726,-749.8452197802171,-4019.407857142851,-2673.209615384616,-555.7313265306134,-0.46426570851720195,,0.6503699540342867,0.41368034269728327,-0.22716535410368,-0.13506620219326848
58,2020-04-07,-236,5660,-17,-473,-3078,-2566088,498,-89195,0.4979201697357478,0.3874959021696749,0.7740399655737944,,-973.6658673469374,-2654.82903061224,-1767.58918367347,-1058.4986666666637,-3213.774666666661,-2062.4677948717963,-478.11581632652997,-103.86391752577242,-0.11923076923076925,-69.5937244897965,-312.8332142857139,-646.9633846153838,-126.70673575129467,-0.24963917525773205,-89.87605128205178,-392.9194358974355,-261,-22791,-226.25128205128203,-2973.0974358974345,-588.6920879120867,-225.53277777777703,0.14762430939226523,-105.22945054945069,-394.18208791208735,-804.6152197802176,-4168.417857142851,-2660.0996153846154,-470.9313265306132,-0.1679998923740298,-2.046029149452938,0.552731484470371,0.5008369192847582,-0.1608014551989454,-0.11248574860654692
59,2020-04-08,-212,5750,-15,-471,-61,-2536578,583,-87909,0.6057688115358211,0.6976508304735138,0.8424220482913745,-1.1895017640605463,-1009.105867346937,-2856.449030612239,-1787.639183673471,-964.9886666666644,-2630.3746666666593,-1758.117794871796,-387.5458163265298,-99.36391752577242,-0.09923076923076923,-44.79372448979643,-289.90321428571383,-476.20338461538404,-102.90673575129472,-0.11963917525773204,-69.44605128205183,-311.0894358974356,-242,-21062,-238.25128205128203,-2778.0974358974345,-719.7820879120868,-262.832777777777,0.30762430939226515,-120.70945054945071,-423.42208791208736,-873.3352197802169,-4302.19785714285,-2760.589615384615,-488.61132653061304,0.228881472042743,-1.3787346943297543,0.3856773998072045,0.5082245757748058,-0.12731210995425624,-0.11715167423576744
60,2020-04-09,-214,5838,-15,-469,2137,-2504869,1192,-86014,0.6776401748408389,0.6751779746214566,1.2301042610103368,-1.1895017640605463,-977.5458673469375,-2786.9090306122416,-1473.9391836734703,-1000.428666666664,-2831.9946666666583,-1778.167794871797,-347.70581632652966,-46.36391752577242,-0.13923076923076927,-42.11372448979648,-281.38321428571385,-385.6333846153839,-98.40673575129472,-0.09963917525773203,-44.64605128205176,-288.1594358974355,-201,-21262,-214.25128205128203,238.90256410256552,-708.4920879120868,-273.532777777777,0.24762430939226532,-137.8294505494507,-397.93208791208735,-931.8752197802169,-4467.747857142851,-2876.1896153846155,-476.14132653061324,0.7635583116309137,-1.4367051395355315,0.6958323281110443,0.6160732175748791,-0.11292867125602957,-0.11385845773535586
61,2020-04-13,-190,6186,-15,-462,2061,-2375385,1225,-78310,0.6752405020654297,0.9163400314383439,1.247368618664301,-1.1895017640605463,-980.565867346937,-2939.8190306122415,-1544.7091836734708,-968.8686666666645,-2762.454666666661,-1464.4677948717963,-375.8958163265297,-10.063917525772467,-0.10923076923076924,-46.41372448979644,-244.66321428571382,-345.79338461538373,-45.40673575129472,-0.13963917525773206,-41.96605128205181,-279.63943589743553,-161,-19836,-216.25128205128203,2437.9025641025655,-812.9620879120866,-267.532777777777,0.04762430939226525,-162.77945054945064,-437.44208791208735,-867.3252197802176,-4138.587857142851,-2592.1796153846153,-515.691326530613,1.1029123946270154,-1.082151213882879,0.6733594722589862,0.6879445808798987,-0.1230846637633789,-0.1243408312479275
62,2020-04-14,-203,6285,-17,-462,-263,-2346077,825,-76782,0.5989001388786885,0.7929610102778395,1.014845113220276,,-908.0758673469372,-2605.0990306122403,-1319.0391836734707,-971.888666666664,-2915.364666666661,-1535.2377948717967,-291.4658163265299,-20.363917525772422,-0.10923076923076924,-19.373724489796473,-183.84321428571388,-373.9833846153838,-9.106735751294764,-0.10963917525773204,-46.26605128205176,-242.9194358974355,-196,-8259,-192.25128205128203,2361.9025641025655,-880.4820879120866,-194.53277777777703,-0.11237569060773478,-190.16945054945063,-414.9720879120873,-1096.3952197802173,-4546.677857142851,-2786.2296153846164,-443.25132653061337,0.8128293606376964,0.14850856744908114,0.9145215290758735,0.6855449081044878,-0.09297016721292195,-0.10522416984141891
63,2020-04-15,-251,6336,-16,-461,-5125,-2321631,801,-75278,0.4175062259360427,0.12966679286757543,0.9990136480035954,-1.8826489446204915,-959.3358673469374,-2775.1090306122387,-1332.1291836734708,-899.3986666666642,-2580.6446666666598,-1309.5677948717967,-354.1658163265297,-27.863917525772422,-0.23923076923076925,-27.823724489796405,-194.86321428571387,-289.55338461538395,-19.40673575129472,-0.10963917525773204,-19.2260512820518,-182.09943589743557,-136,-4272,-205.25128205128203,36.90256410256552,-670.5520879120868,-93.53277777777703,-0.03237569060773482,-152.85945054945068,-361.7520879120873,-976.7852197802176,-4045.95785714285,-2506.799615384616,-471.59132653061306,1.2683048893205227,0.3666746053296457,0.7911425079153691,0.6092045449177483,-0.11524691789193486,-0.11265953846345056
64,2020-04-16,-252,6386,-17,-461,-3769,-2295829,1692,-72883,0.4714916308839179,0.10986416557139655,1.4642686533388245,,-946.1958673469371,-2866.8690306122407,-1221.2791836734705,-950.6586666666644,-2750.654666666658,-1322.6577948717968,-337.97581632652964,-36.663917525772376,-0.25923076923076926,-13.553724489796423,-158.8332142857139,-352.25338461538377,-26.90673575129472,-0.23963917525773204,-27.67605128205173,-193.11943589743555,-198,-24613,-253.25128205128203,-4825.0974358974345,-642.3220879120868,-115.53277777777703,0.007624309392265216,-156.36945054945068,-379.1420879120874,-812.0952197802171,-3703.94785714285,-2159.489615384615,-466.5713265306131,0.7934112747805946,,0.12784829050510504,0.4278106319751025,-0.10944705889949713,-0.11133844044427654
65,2020-04-17,49,6738,1272,828,-860,-2267118,5706,-66474,0.5783199471766718,2.0614723357413474,2.448588674998036,5.279748552735226,-912.3358673469374,-2698.8590306122387,-1331.3691836734706,-937.5186666666641,-2842.41466666666,-1211.8077948717964,-262.9658163265299,-75.36391752577242,-0.21923076923076923,8.326275510203573,-149.41321428571382,-336.0633846153837,-35.70673575129467,-0.25963917525773206,-13.406051282051749,-157.08943589743558,-208,-8193,-254.25128205128203,-3469.0974358974345,-487.81208791208655,-90.53277777777703,-0.04237569060773483,-112.00945054945066,-323.54208791208725,-876.7252197802172,-3692.837857142851,-1959.709615384616,-429.4613265306134,0.6902270385453644,0.15253615573357848,0.10804566320892528,0.4817960369229759,-0.08300612982031197,-0.10162608163293818
66,2020-04-20,-286,6828,-17,828,-1319,-2176294,1073,-60242,0.5622038741276487,-1.0295701176169691,1.1652490670459255,,-885.775867346937,-2596.699030612239,-1189.5291836734705,-903.6586666666644,-2674.404666666658,-1321.8977948717966,-314.36581632652997,-60.76391752577251,-0.23923076923076925,8.116275510203536,-155.98321428571376,-261.05338461538395,-74.40673575129472,-0.21963917525773202,8.473948717948247,-147.6694358974355,-168,-24613,47.74871794871797,-560.0974358974345,-576.4120879120869,,-0.15237569060773481,-126.31945054945072,-353.67208791208736,-878.3152197802174,-3603.87785714285,-2030.129615384616,-415.49132653061315,1.0512403840826945,,2.059653833378876,0.5886243532157298,-0.10104892392010267,-0.09799418090404366
67,2020-04-21,-288,6842,-17,828,-1903,-2148626,1098,-58441,0.541316133319313,-1.1631015102414919,1.179227488669766,,-942.0758673469372,-2824.379030612239,-1316.6191836734706,-877.098666666664,-2572.2446666666583,-1180.0577948717964,-400.9658163265299,-88.26391752577251,-0.2892307692307693,-16.01372448979646,-189.6732142857138,-312.45338461538404,-59.80673575129481,-0.23963917525773204,8.26394871794821,-154.23943589743544,-186,-5281,-288.25128205128203,-1019.0974358974345,-491.2320879120866,-133.13277777777694,-0.17237569060773483,-88.90945054945064,-318.3820879120874,-978.4352197802173,-3614.167857142851,-2180.249615384615,-460.901326530613,0.9046369098908196,0.31579780569213334,-1.0313886199794395,0.5725082801667067,-0.1322040916998981,-0.10984837981719409
68,2020-04-22,-267,6877,-17,828,-3937,-2122992,1451,-56287,0.4649592178886053,-0.24681077836733722,1.358212001210144,,-893.8758673469374,-2298.0290306122406,-1137.639183673471,-933.3986666666642,-2799.9246666666586,-1307.1477948717966,-338.2158163265299,-36.46391752577233,-0.23923076923076925,-4.883724489796464,-172.8332142857139,-399.05338461538395,-87.30673575129481,-0.2896391752577321,-15.866051282051785,-187.9294358974355,-210,-6626,-290.25128205128203,-1603.0974358974345,-533.2920879120866,-173.93277777777712,-0.17237569060773483,-90.31945054945072,-335.1220879120874,-968.4152197802177,-2953.8178571428507,-2053.969615384616,-429.5713265306131,0.6682481318265889,0.24368532645512886,-1.1649200126039623,0.5516205393583693,-0.10953279063779675,-0.10165473168171069
69,2020-04-23,-287,6892,-17,828,-5552,-2098973,1872,-53712,0.3998848063928211,-1.0941086387545407,1.5367349565916477,,-892.4158673469374,-2242.2290306122413,-1108.3291836734716,-885.1986666666644,-2273.57466666666,-1128.167794871797,-339.72581632652964,-20.46391752577233,-0.25923076923076926,0.386275510203518,-167.78321428571394,-336.30338461538395,-35.50673575129463,-0.23963917525773204,-4.73605128205179,-171.08943589743558,-207,-2054,-269.25128205128203,-3637.0974358974345,-647.3820879120867,-161.03277777777703,-0.2523756906077348,-112.91945054945063,-369.8820879120874,-987.6152197802176,-3168.19785714285,-2212.969615384616,-439.2013265306132,0.7010379546495802,0.4701701511155818,-0.24862928072980717,0.4752636239276633,-0.11007235481882383,-0.10416610000154414
70,2020-04-24,-293,6901,-17,828,-444,-2069846,1687,-51322,0.5927052016370897,-1.6049342625205303,1.462178788419366,,-923.0558673469368,-2212.299030612241,-1357.8591836734704,-883.7386666666644,-2217.774666666661,-1098.8577948717975,-300.78581632653004,-46.96391752577233,-0.2692307692307693,10.916275510203604,-145.99321428571375,-337.8133846153837,-19.506735751294627,-0.25963917525773206,0.5339487179481921,-166.03943589743562,-214,-510,-289.25128205128203,-5252.0974358974345,-590.9820879120866,-124.03277777777703,-0.24237569060773478,-86.74945054945067,-359.04208791208725,-934.2952197802169,-3032.8578571428498,-2046.9496153846158,-471.9813265306134,0.6227857577498312,0.5363723657865478,-1.0959271411170106,0.4101892124318791,-0.09625024335710375,-0.11276224666821477
71,2020-04-27,-299,6930,-16,829,2845,-1968201,1261,-45465,0.6997225991348994,-2.7035465511886407,1.2658686324082211,-1.8826489446204915,-934.8458673469368,-2077.6890306122405,-1216.3591836734704,-914.3786666666638,-2187.8446666666605,-1348.3877948717964,-259.0458163265298,-45.163917525772376,-0.1992307692307692,19.6562755102035,-140.0632142857139,-298.8733846153841,-46.00673575129463,-0.26963917525773207,11.063948717948278,-144.24943589743543,-222,1684,-295.25128205128203,-144.09743589743448,-629.2320879120866,-116.83277777777698,-0.2523756906077348,-89.86945054945068,-373.4620879120873,-977.5452197802169,-2914.6978571428517,-1939.5896153846152,-446.1813265306132,0.5251472881859156,0.6235289423740227,-1.6067527648830011,0.6030096076761478,-0.08164337183265502,-0.10599033618405507
